name,activity,adress,zipcode,city,country,latitude,longitude
LeSubdray,city,,18570,LeSubdray,FR,47.016667,2.3
Subligny,city,,18260,Subligny,FR,47.4,2.75
Sury-près-Léré,city,,18240,Sury-près-Léré,FR,47.483333,2.866667
Sury-en-Vaux,city,,18300,Sury-en-Vaux,FR,47.366667,2.8
Sury-ès-Bois,city,,18260,Sury-ès-Bois,FR,47.466667,2.7
Tendron,city,,18350,Tendron,FR,46.966667,2.85
Thaumiers,city,,18210,Thaumiers,FR,46.816667,2.65
Thauvenay,city,,18300,Thauvenay,FR,47.316667,2.866667
Thénioux,city,,18100,Thénioux,FR,47.25,1.933333
Torteron,city,,18320,Torteron,FR,47.016667,2.966667
Touchay,city,,18160,Touchay,FR,46.716667,2.216667
Trouy,city,,18570,Trouy,FR,47.016667,2.35
Uzay-le-Venon,city,,18190,Uzay-le-Venon,FR,46.816667,2.466667
Vailly-sur-Sauldre,city,,18260,Vailly-sur-Sauldre,FR,47.45,2.65
Vallenay,city,,18190,Vallenay,FR,46.783333,2.383333
Vasselay,city,,18110,Vasselay,FR,47.166667,2.4
Veaugues,city,,18300,Veaugues,FR,47.25,2.75
Venesmes,city,,18190,Venesmes,FR,46.833333,2.316667
Verdigny,city,,18300,Verdigny,FR,47.35,2.816667
Vereaux,city,,18600,Vereaux,FR,46.883333,2.883333
Vernais,city,,18210,Vernais,FR,46.766667,2.716667
Verneuil,city,,18210,Verneuil,FR,46.816667,2.6
Vesdun,city,,18360,Vesdun,FR,46.533333,2.433333
Vierzon,city,,18100,Vierzon,FR,47.216667,2.083333
Vignoux-sous-les-Aix,city,,18110,Vignoux-sous-les-Aix,FR,47.183333,2.466667
Vignoux-sur-Barangeon,city,,18500,Vignoux-sur-Barangeon,FR,47.216667,2.183333
Villabon,city,,18800,Villabon,FR,47.1,2.683333
Villecelin,city,,18160,Villecelin,FR,46.833333,2.183333
Villegenon,city,,18260,Villegenon,FR,47.433333,2.6
Villeneuve-sur-Cher,city,,18400,Villeneuve-sur-Cher,FR,47.033333,2.216667
Villequiers,city,,18800,Villequiers,FR,47.066667,2.8
Vinon,city,,18300,Vinon,FR,47.283333,2.833333
Vorly,city,,18340,Vorly,FR,46.95,2.483333
Vornay,city,,18130,Vornay,FR,46.966667,2.583333
Vouzeron,city,,18330,Vouzeron,FR,47.266667,2.233333
FosseNouvelle,city,,18200,FosseNouvelle,FR,46.65,2.433333
Affieux,city,,19260,Affieux,FR,45.516667,1.75
Aix,city,,19200,Aix,FR,45.616667,2.383333
Albignac,city,,19190,Albignac,FR,45.133333,1.683333
Albussac,city,,19380,Albussac,FR,45.133333,1.833333
Allassac,city,,19240,Allassac,FR,45.25,1.483333
Altillac,city,,19120,Altillac,FR,44.966667,1.866667
Ambrugeat,city,,19250,Ambrugeat,FR,45.533333,2.133333
LesAngles-sur-Corrèze,city,,19000,LesAngles-sur-Corrèze,FR,45.3,1.8
Argentat,city,,19400,Argentat,FR,45.1,1.933333
Arnac-Pompadour,city,,19230,Arnac-Pompadour,FR,45.416667,1.366667
Astaillac,city,,19120,Astaillac,FR,44.95,1.833333
Auriac,city,,19220,Auriac,FR,45.2,2.166667
Ayen,city,,19310,Ayen,FR,45.25,1.316667
Bar,city,,19800,Bar,FR,45.35,1.816667
Bassignac-le-Bas,city,,19430,Bassignac-le-Bas,FR,45.016667,1.866667
Bassignac-le-Haut,city,,19220,Bassignac-le-Haut,FR,45.216667,2.066667
Beaulieu-sur-Dordogne,city,,19120,Beaulieu-sur-Dordogne,FR,44.983333,1.833333
Bellechassagne,city,,19290,Bellechassagne,FR,45.65,2.233333
Benayes,city,,19510,Benayes,FR,45.516667,1.466667
Beyssac,city,,19230,Beyssac,FR,45.366667,1.4
Beyssenac,city,,19230,Beyssenac,FR,45.4,1.266667
Billac,city,,19120,Billac,FR,44.95,1.783333
Bonnefond,city,,19170,Bonnefond,FR,45.533333,1.983333
Bort-les-Orgues,city,,19110,Bort-les-Orgues,FR,45.4,2.5
Branceilles,city,,19500,Branceilles,FR,45.016667,1.7
Brignac-la-Plaine,city,,19310,Brignac-la-Plaine,FR,45.183333,1.333333
Brive-la-Gaillarde,city,,19100,Brive-la-Gaillarde,FR,45.15,1.533333
Brivezac,city,,19120,Brivezac,FR,45.033333,1.85
Bugeat,city,,19170,Bugeat,FR,45.6,1.933333
Chabrignac,city,,19350,Chabrignac,FR,45.316667,1.333333
Chamberet,city,,19370,Chamberet,FR,45.583333,1.716667
Chamboulive,city,,19450,Chamboulive,FR,45.433333,1.7
Chameyrat,city,,19330,Chameyrat,FR,45.233333,1.7
Champagnac-la-Noaille,city,,19320,Champagnac-la-Noaille,FR,45.316667,2.016667
Champagnac-la-Prune,city,,19320,Champagnac-la-Prune,FR,45.183333,1.983333
Chanac-les-Mines,city,,19150,Chanac-les-Mines,FR,45.266667,1.816667
Chanteix,city,,19330,Chanteix,FR,45.3,1.633333
LaChapelle-aux-Brocs,city,,19360,LaChapelle-aux-Brocs,FR,45.15,1.616667
LaChapelle-aux-Saints,city,,19120,LaChapelle-aux-Saints,FR,44.983333,1.716667
LaChapelle-Saint-Géraud,city,,19430,LaChapelle-Saint-Géraud,FR,45.033333,1.966667
Chartrier-Ferrière,city,,19600,Chartrier-Ferrière,FR,45.066667,1.433333
LeChastang,city,,19190,LeChastang,FR,45.183333,1.733333
Chasteaux,city,,19600,Chasteaux,FR,45.1,1.466667
Chauffour-sur-Vell,city,,19500,Chauffour-sur-Vell,FR,45.016667,1.666667
Chavanac,city,,19290,Chavanac,FR,45.633333,2.1
Chaveroche,city,,19200,Chaveroche,FR,45.583333,2.25
Chirac-Bellevue,city,,19160,Chirac-Bellevue,FR,45.45,2.316667
Clergoux,city,,19320,Clergoux,FR,45.283333,1.983333
Combressol,city,,19250,Combressol,FR,45.483333,2.166667
Concèze,city,,19350,Concèze,FR,45.35,1.35
Condat-sur-Ganaveix,city,,19140,Condat-sur-Ganaveix,FR,45.466667,1.6
Cornil,city,,19150,Cornil,FR,45.216667,1.683333
Corrèze,city,,19800,Corrèze,FR,45.366667,1.883333
Cosnac,city,,19360,Cosnac,FR,45.133333,1.6
Couffy-sur-Sarsonne,city,,19340,Couffy-sur-Sarsonne,FR,45.666667,2.333333
Courteix,city,,19340,Courteix,FR,45.65,2.35
Cublac,city,,19520,Cublac,FR,45.15,1.316667
Curemonte,city,,19500,Curemonte,FR,45,1.75
Dampniat,city,,19360,Dampniat,FR,45.166667,1.633333
Darazac,city,,19220,Darazac,FR,45.183333,2.1
Davignac,city,,19250,Davignac,FR,45.483333,2.1
Donzenac,city,,19270,Donzenac,FR,45.233333,1.533333
Égletons,city,,19300,Égletons,FR,45.4,2.05
L'Église-aux-Bois,city,,19170,L'Église-aux-Bois,FR,45.65,1.8
Espagnac,city,,19150,Espagnac,FR,45.233333,1.9
Espartignac,city,,19140,Espartignac,FR,45.416667,1.6
Estivals,city,,19600,Estivals,FR,45.033333,1.466667
Estivaux,city,,19410,Estivaux,FR,45.316667,1.483333
Eyburie,city,,19140,Eyburie,FR,45.45,1.633333
Eygurande,city,,19340,Eygurande,FR,45.666667,2.466667
Eyrein,city,,19800,Eyrein,FR,45.333333,1.95
Favars,city,,19330,Favars,FR,45.266667,1.666667
Feyt,city,,19340,Feyt,FR,45.7,2.483333
Forgès,city,,19380,Forgès,FR,45.166667,1.883333
Goulles,city,,19430,Goulles,FR,45.05,2.083333
Gourdon-Murat,city,,19170,Gourdon-Murat,FR,45.533333,1.9
Grandsaigne,city,,19300,Grandsaigne,FR,45.483333,1.933333
Gros-Chastang,city,,19320,Gros-Chastang,FR,45.216667,1.983333
Gumond,city,,19320,Gumond,FR,45.216667,1.983333
Hautefage,city,,19400,Hautefage,FR,45.083333,2.016667
LeJardin,city,,19300,LeJardin,FR,45.316667,2.05
Jugeals-Nazareth,city,,19500,Jugeals-Nazareth,FR,45.083333,1.55
Juillac,city,,19350,Juillac,FR,45.316667,1.316667
Lacelle,city,,19170,Lacelle,FR,45.65,1.816667
Lafage-sur-Sombre,city,,19320,Lafage-sur-Sombre,FR,45.3,2.083333
Lagarde-Enval,city,,19150,Lagarde-Enval,FR,45.183333,1.816667
Lagleygeolle,city,,19500,Lagleygeolle,FR,45.083333,1.7
Lagraulière,city,,19700,Lagraulière,FR,45.35,1.633333
Laguenne,city,,19150,Laguenne,FR,45.233333,1.783333
Lamazière-Basse,city,,19160,Lamazière-Basse,FR,45.366667,2.166667
Lamazière-Haute,city,,19340,Lamazière-Haute,FR,45.666667,2.4
Lamongerie,city,,19510,Lamongerie,FR,45.533333,1.566667
Lanteuil,city,,19190,Lanteuil,FR,45.133333,1.666667
Lapleau,city,,19550,Lapleau,FR,45.283333,2.166667
Larche,city,,19600,Larche,FR,45.116667,1.416667
Laroche-près-Feyt,city,,19340,Laroche-près-Feyt,FR,45.7,2.516667
Lascaux,city,,19130,Lascaux,FR,45.333333,1.366667
Latronche,city,,19160,Latronche,FR,45.3,2.233333
Laval-sur-Luzège,city,,19550,Laval-sur-Luzège,FR,45.233333,2.15
Lestards,city,,19170,Lestards,FR,45.516667,1.866667
Lignareix,city,,19200,Lignareix,FR,45.616667,2.3
Ligneyrac,city,,19500,Ligneyrac,FR,45.05,1.616667
Liourdres,city,,19120,Liourdres,FR,44.933333,1.8
Lissac-sur-Couze,city,,19600,Lissac-sur-Couze,FR,45.1,1.466667
LeLonzac,city,,19470,LeLonzac,FR,45.466667,1.716667
Lostanges,city,,19500,Lostanges,FR,45.066667,1.766667
Louignac,city,,19310,Louignac,FR,45.216667,1.266667
Lubersac,city,,19210,Lubersac,FR,45.45,1.4
Madranges,city,,19470,Madranges,FR,45.483333,1.783333
Malemort-sur-Corrèze,city,,19360,Malemort-sur-Corrèze,FR,45.166667,1.55
Mansac,city,,19520,Mansac,FR,45.166667,1.383333
Marcillac-la-Croisille,city,,19320,Marcillac-la-Croisille,FR,45.283333,2.033333
Marcillac-la-Croze,city,,19500,Marcillac-la-Croze,FR,45.033333,1.75
Marc-la-Tour,city,,19150,Marc-la-Tour,FR,45.2,1.85
Margerides,city,,19200,Margerides,FR,45.45,2.4
Masseret,city,,19510,Masseret,FR,45.533333,1.516667
Maussac,city,,19250,Maussac,FR,45.483333,2.15
Meilhards,city,,19510,Meilhards,FR,45.55,1.65
Ménoire,city,,19190,Ménoire,FR,45.1,1.8
Mercoeur,city,,19430,Mercoeur,FR,45.016667,1.95
Mestes,city,,19200,Mestes,FR,45.5,2.316667
Meymac,city,,19250,Meymac,FR,45.533333,2.166667
Meyrignac-l'Église,city,,19800,Meyrignac-l'Église,FR,45.4,1.85
Meyssac,city,,19500,Meyssac,FR,45.05,1.666667
Millevaches,city,,19290,Millevaches,FR,45.65,2.1
Monceaux-sur-Dordogne,city,,19400,Monceaux-sur-Dordogne,FR,45.083333,1.916667
Monestier-Merlines,city,,19340,Monestier-Merlines,FR,45.65,2.483333
Monestier-Port-Dieu,city,,19110,Monestier-Port-Dieu,FR,45.5,2.516667
Montaignac-Saint-Hippolyte,city,,19300,Montaignac-Saint-Hippolyte,FR,45.35,2.016667
Montgibaud,city,,19210,Montgibaud,FR,45.516667,1.416667
Moustier-Ventadour,city,,19300,Moustier-Ventadour,FR,45.4,2.116667
Naves,city,,19460,Naves,FR,45.316667,1.766667
Nespouls,city,,19600,Nespouls,FR,45.05,1.5
Neuvic,city,,19160,Neuvic,FR,45.383333,2.283333
Neuville,city,,19380,Neuville,FR,45.116667,1.833333
Noailhac,city,,19500,Noailhac,FR,45.083333,1.6
Noailles,city,,19600,Noailles,FR,45.1,1.533333
Nonards,city,,19120,Nonards,FR,45.033333,1.8
Objat,city,,19130,Objat,FR,45.266667,1.416667
Orgnac-sur-Vézère,city,,19410,Orgnac-sur-Vézère,FR,45.333333,1.433333
Orliac-de-Bar,city,,19390,Orliac-de-Bar,FR,45.366667,1.8
Palazinges,city,,19190,Palazinges,FR,45.15,1.7
Palisse,city,,19160,Palisse,FR,45.416667,2.216667
Pandrignes,city,,19150,Pandrignes,FR,45.233333,1.85
Péret-Bel-Air,city,,19300,Péret-Bel-Air,FR,45.483333,2.05
Pérols-sur-Vézère,city,,19170,Pérols-sur-Vézère,FR,45.583333,1.983333
Perpezac-le-Blanc,city,,19310,Perpezac-le-Blanc,FR,45.216667,1.333333
Perpezac-le-Noir,city,,19410,Perpezac-le-Noir,FR,45.316667,1.55
LePescher,city,,19190,LePescher,FR,45.083333,1.733333
Peyrelevade,city,,19290,Peyrelevade,FR,45.7,2.066667
Peyrissac,city,,19260,Peyrissac,FR,45.5,1.683333
Pierrefitte,city,,19450,Pierrefitte,FR,45.416667,1.616667
Confolent-Port-Dieu,city,,19200,Confolent-Port-Dieu,FR,45.55,2.516667
Pradines,city,,19170,Pradines,FR,45.516667,1.916667
Puy-d'Arnac,city,,19120,Puy-d'Arnac,FR,45.033333,1.8
Queyssac-les-Vignes,city,,19120,Queyssac-les-Vignes,FR,44.966667,1.766667
Reygade,city,,19430,Reygade,FR,45.016667,1.916667
Rilhac-Treignac,city,,19260,Rilhac-Treignac,FR,45.533333,1.666667
Rilhac-Xaintrie,city,,19220,Rilhac-Xaintrie,FR,45.166667,2.2
LaRoche-Canillac,city,,19320,LaRoche-Canillac,FR,45.2,1.966667
Roche-le-Peyroux,city,,19160,Roche-le-Peyroux,FR,45.433333,2.366667
Rosiers-d'Égletons,city,,19300,Rosiers-d'Égletons,FR,45.383333,2.016667
Rosiers-de-Juillac,city,,19350,Rosiers-de-Juillac,FR,45.3,1.3
Sadroc,city,,19270,Sadroc,FR,45.283333,1.55
Saillac,city,,19500,Saillac,FR,45.033333,1.633333
Saint-Angel,city,,19200,Saint-Angel,FR,45.5,2.233333
Saint-Augustin,city,,19390,Saint-Augustin,FR,45.416667,1.833333
Saint-Aulaire,city,,19130,Saint-Aulaire,FR,45.233333,1.366667
Saint-Bazile-de-la-Roche,city,,19320,Saint-Bazile-de-la-Roche,FR,45.166667,1.966667
Saint-Bazile-de-Meyssac,city,,19500,Saint-Bazile-de-Meyssac,FR,45.05,1.733333
Saint-Bonnet-Elvert,city,,19380,Saint-Bonnet-Elvert,FR,45.166667,1.916667
Saint-Bonnet-la-Rivière,city,,19130,Saint-Bonnet-la-Rivière,FR,45.3,1.366667
Saint-Bonnet-l'Enfantier,city,,19410,Saint-Bonnet-l'Enfantier,FR,45.3,1.516667
Saint-Bonnet-les-Tours-de-Merle,city,,19430,Saint-Bonnet-les-Tours-de-Merle,FR,45.066667,2.083333
Saint-Bonnet-près-Bort,city,,19200,Saint-Bonnet-près-Bort,FR,45.5,2.416667
Saint-Cernin-de-Larche,city,,19600,Saint-Cernin-de-Larche,FR,45.1,1.416667
Saint-Chamant,city,,19380,Saint-Chamant,FR,45.133333,1.9
Saint-Cirgues-la-Loutre,city,,19220,Saint-Cirgues-la-Loutre,FR,45.083333,2.116667
Saint-Clément,city,,19700,Saint-Clément,FR,45.333333,1.683333
Saint-Cyprien,city,,19130,Saint-Cyprien,FR,45.25,1.35
Saint-Cyr-la-Roche,city,,19130,Saint-Cyr-la-Roche,FR,45.266667,1.4
Saint-Dézery,city,,19200,Saint-Dézery,FR,45.583333,2.366667
Saint-Éloy-les-Tuileries,city,,19210,Saint-Éloy-les-Tuileries,FR,45.45,1.283333
Saint-Étienne-aux-Clos,city,,19200,Saint-Étienne-aux-Clos,FR,45.566667,2.466667
Saint-Étienne-la-Geneste,city,,19160,Saint-Étienne-la-Geneste,FR,45.45,2.35
Saint-Exupéry-les-Roches,city,,19200,Saint-Exupéry-les-Roches,FR,45.516667,2.383333
Sainte-Féréole,city,,19270,Sainte-Féréole,FR,45.233333,1.583333
Sainte-Fortunade,city,,19490,Sainte-Fortunade,FR,45.2,1.766667
Saint-Fréjoux,city,,19200,Saint-Fréjoux,FR,45.533333,2.383333
Saint-Geniez-ô-Merle,city,,19220,Saint-Geniez-ô-Merle,FR,45.066667,2.083333
Saint-Germain-Lavolps,city,,19290,Saint-Germain-Lavolps,FR,45.616667,2.216667
Saint-Germain-les-Vergnes,city,,19330,Saint-Germain-les-Vergnes,FR,45.266667,1.633333
Saint-Hilaire-Foissac,city,,19550,Saint-Hilaire-Foissac,FR,45.333333,2.133333
Saint-Hilaire-les-Courbes,city,,19170,Saint-Hilaire-les-Courbes,FR,45.6,1.833333
Saint-Hilaire-Luc,city,,19160,Saint-Hilaire-Luc,FR,45.366667,2.2
Saint-Hilaire-Peyroux,city,,19560,Saint-Hilaire-Peyroux,FR,45.216667,1.65
Saint-Hilaire-Taurieux,city,,19400,Saint-Hilaire-Taurieux,FR,45.066667,1.85
Saint-Jal,city,,19700,Saint-Jal,FR,45.4,1.633333
Saint-Julien-aux-Bois,city,,19220,Saint-Julien-aux-Bois,FR,45.133333,2.133333
Saint-Julien-le-Pélerin,city,,19430,Saint-Julien-le-Pélerin,FR,45.016667,2.1
Saint-Julien-le-Vendômois,city,,19210,Saint-Julien-le-Vendômois,FR,45.466667,1.316667
Saint-Julien-Maumont,city,,19500,Saint-Julien-Maumont,FR,45.033333,1.783333
Saint-Julien-près-Bort,city,,19110,Saint-Julien-près-Bort,FR,45.416667,2.4
Sainte-Marie-Lapanouze,city,,19160,Sainte-Marie-Lapanouze,FR,45.433333,2.35
Saint-Martial-de-Gimel,city,,19150,Saint-Martial-de-Gimel,FR,45.266667,1.866667
Saint-Martial-Entraygues,city,,19400,Saint-Martial-Entraygues,FR,45.116667,1.983333
Saint-Martin-la-Méanne,city,,19320,Saint-Martin-la-Méanne,FR,45.166667,1.983333
Saint-Martin-Sepert,city,,19210,Saint-Martin-Sepert,FR,45.433333,1.466667
Saint-Mathurin-Léobazel,city,,19430,Saint-Mathurin-Léobazel,FR,45.016667,2.033333
Saint-Merd-de-Lapleau,city,,19320,Saint-Merd-de-Lapleau,FR,45.266667,2.083333
Saint-Merd-les-Oussines,city,,19170,Saint-Merd-les-Oussines,FR,45.633333,2.05
Saint-Méxant,city,,19330,Saint-Méxant,FR,45.283333,1.65
Saint-Pantaléon-de-Lapleau,city,,19160,Saint-Pantaléon-de-Lapleau,FR,45.316667,2.2
Saint-Pantaléon-de-Larche,city,,19600,Saint-Pantaléon-de-Larche,FR,45.133333,1.45
Saint-Pardoux-Corbier,city,,19210,Saint-Pardoux-Corbier,FR,45.433333,1.45
Saint-Pardoux-la-Croisille,city,,19320,Saint-Pardoux-la-Croisille,FR,45.25,1.983333
Saint-Pardoux-le-Vieux,city,,19200,Saint-Pardoux-le-Vieux,FR,45.616667,2.283333
Saint-Pardoux-l'Ortigier,city,,19270,Saint-Pardoux-l'Ortigier,FR,45.3,1.566667
Saint-Paul,city,,19150,Saint-Paul,FR,45.216667,1.9
Saint-Priest-de-Gimel,city,,19800,Saint-Priest-de-Gimel,FR,45.3,1.866667
Saint-Privat,city,,19220,Saint-Privat,FR,45.133333,2.1
Saint-Rémy,city,,19290,Saint-Rémy,FR,45.65,2.283333
Saint-Robert,city,,19310,Saint-Robert,FR,45.25,1.3
Saint-Salvadour,city,,19700,Saint-Salvadour,FR,45.383333,1.766667
Saint-Setiers,city,,19290,Saint-Setiers,FR,45.7,2.133333
Saint-Solve,city,,19130,Saint-Solve,FR,45.3,1.4
Saint-Sornin-Lavolps,city,,19230,Saint-Sornin-Lavolps,FR,45.383333,1.366667
Saint-Sulpice-les-Bois,city,,19250,Saint-Sulpice-les-Bois,FR,45.616667,2.15
Saint-Sylvain,city,,19380,Saint-Sylvain,FR,45.183333,1.883333
Saint-Viance,city,,19240,Saint-Viance,FR,45.216667,1.45
Saint-Victour,city,,19200,Saint-Victour,FR,45.466667,2.383333
Saint-Ybard,city,,19140,Saint-Ybard,FR,45.45,1.533333
Saint-Yrieix-le-Déjalat,city,,19300,Saint-Yrieix-le-Déjalat,FR,45.45,1.966667
Salon-la-Tour,city,,19510,Salon-la-Tour,FR,45.5,1.533333
Sarran,city,,19800,Sarran,FR,45.416667,1.95
Sarroux,city,,19110,Sarroux,FR,45.416667,2.433333
Ségonzac,city,,19310,Ségonzac,FR,45.266667,1.266667
Ségur-le-Château,city,,19230,Ségur-le-Château,FR,45.433333,1.316667
Seilhac,city,,19700,Seilhac,FR,45.366667,1.716667
Sérandon,city,,19160,Sérandon,FR,45.366667,2.35
Sérilhac,city,,19190,Sérilhac,FR,45.1,1.733333
Servières-le-Château,city,,19220,Servières-le-Château,FR,45.133333,2.033333
Sexcles,city,,19430,Sexcles,FR,45.05,2.016667
Sioniac,city,,19120,Sioniac,FR,44.983333,1.816667
Sornac,city,,19290,Sornac,FR,45.666667,2.2
Soudaine-Lavinadière,city,,19370,Soudaine-Lavinadière,FR,45.55,1.733333
Soudeilles,city,,19300,Soudeilles,FR,45.45,2.083333
Soursac,city,,19550,Soursac,FR,45.283333,2.2
Tarnac,city,,19170,Tarnac,FR,45.683333,1.95
Thalamy,city,,19200,Thalamy,FR,45.516667,2.466667
LaTourette,city,,19200,LaTourette,FR,45.583333,2.316667
Toy-Viam,city,,19170,Toy-Viam,FR,45.65,1.933333
Treignac,city,,19260,Treignac,FR,45.533333,1.8
Troche,city,,19230,Troche,FR,45.383333,1.433333
Tudeils,city,,19120,Tudeils,FR,45.05,1.8
Tulle,city,,19000,Tulle,FR,45.266667,1.766667
Turenne,city,,19500,Turenne,FR,45.05,1.583333
Ussac,city,,19270,Ussac,FR,45.116667,1.616667
Ussel,city,,19200,Ussel,FR,45.55,2.316667
Uzerche,city,,19140,Uzerche,FR,45.416667,1.566667
Valiergues,city,,19200,Valiergues,FR,45.483333,2.3
Varetz,city,,19240,Varetz,FR,45.2,1.45
Vars-sur-Roseix,city,,19130,Vars-sur-Roseix,FR,45.25,1.366667
Végennes,city,,19120,Végennes,FR,44.983333,1.75
Veix,city,,19260,Veix,FR,45.516667,1.833333
Venarsal,city,,19360,Venarsal,FR,45.2,1.616667
Viam,city,,19170,Viam,FR,45.6,1.883333
Vigeois,city,,19410,Vigeois,FR,45.383333,1.516667
Vignols,city,,19130,Vignols,FR,45.316667,1.4
Vitrac-sur-Montane,city,,19800,Vitrac-sur-Montane,FR,45.383333,1.95
Voutezac,city,,19130,Voutezac,FR,45.283333,1.433333
Yssandon,city,,19310,Yssandon,FR,45.2,1.366667
Afa,city,,20167,Afa,FR,41.983333,8.8
Aghione,city,,20270,Aghione,FR,42.1,9.4
Aiti,city,,20244,Aiti,FR,42.4,9.233333
Ajaccio,city,,20090,Ajaccio,FR,41.916667,8.733333
Alando,city,,20212,Alando,FR,42.3,9.283333
Alata,city,,20167,Alata,FR,41.95,8.75
Albertacce,city,,20224,Albertacce,FR,42.316667,8.983333
Albitreccia,city,,20128,Albitreccia,FR,41.85,8.933333
Aléria,city,,20270,Aléria,FR,42.1,9.516667
Algajola,city,,20220,Algajola,FR,42.616667,8.866667
Altagene,city,,20112,Altagene,FR,41.7,9.066667
Alzi,city,,20212,Alzi,FR,42.3,9.3
Ambiegna,city,,20151,Ambiegna,FR,42.083333,8.783333
Ampriani,city,,20272,Ampriani,FR,42.25,9.35
Antisanti,city,,20270,Antisanti,FR,42.166667,9.35
Appietto,city,,20167,Appietto,FR,42,8.766667
Arbellara,city,,20110,Arbellara,FR,41.683333,8.983333
Arbori,city,,20160,Arbori,FR,42.133333,8.8
Aregno,city,,20220,Aregno,FR,42.583333,8.9
Argiusta-Moriccio,city,,20140,Argiusta-Moriccio,FR,41.8,9.016667
Arro,city,,20151,Arro,FR,42.083333,8.816667
Asco,city,,20276,Asco,FR,42.45,9.033333
Aullène,city,,20116,Aullène,FR,41.766667,9.083333
Avapessa,city,,20225,Avapessa,FR,42.566667,8.9
Azilone-Ampaza,city,,20190,Azilone-Ampaza,FR,41.866667,9.016667
Azzana,city,,20121,Azzana,FR,42.116667,8.916667
Balogna,city,,20160,Balogna,FR,42.166667,8.783333
Bastelica,city,,20119,Bastelica,FR,42,9.05
Bastia,city,,20600,Bastia,FR,42.7,9.45
Belgodère,city,,20226,Belgodère,FR,42.583333,9.016667
Bigorno,city,,20252,Bigorno,FR,42.533333,9.283333
Biguglia,city,,20620,Biguglia,FR,42.616667,9.416667
Bilia,city,,20100,Bilia,FR,41.616667,8.916667
Bisinchi,city,,20235,Bisinchi,FR,42.466667,9.316667
Bocognano,city,,20136,Bocognano,FR,42.083333,9.066667
Bonifacio,city,,20169,Bonifacio,FR,41.391667,9.166667
Borgo,city,,20290,Borgo,FR,42.4,9.283333
Brando,city,,20222,Brando,FR,42.766667,9.45
Bustanico,city,,20212,Bustanico,FR,42.316667,9.3
Calacuccia,city,,20224,Calacuccia,FR,42.333333,9.016667
Calcatoggio,city,,20111,Calcatoggio,FR,42.016667,8.766667
Calenzana,city,,20214,Calenzana,FR,42.5,8.85
Calvi,city,,20260,Calvi,FR,42.566667,8.75
Cambia,city,,20244,Cambia,FR,42.366667,9.3
Campana,city,,20229,Campana,FR,42.383333,9.35
Campi,city,,20270,Campi,FR,42.266667,9.416667
Campile,city,,20290,Campile,FR,42.483333,9.35
Campitello,city,,20252,Campitello,FR,42.516667,9.316667
Canale-di-Verde,city,,20230,Canale-di-Verde,FR,42.283333,9.466667
Canari,city,,20217,Canari,FR,42.85,9.35
Canavaggia,city,,20235,Canavaggia,FR,42.05,9.266667
Cannelle,city,,20151,Cannelle,FR,42.05,8.833333
Carbini,city,,20170,Carbini,FR,41.666667,9.133333
Carbuccia,city,,20133,Carbuccia,FR,42.033333,8.95
Cardo-Torgia,city,,20190,Cardo-Torgia,FR,41.866667,8.983333
Cargèse,city,,20130,Cargèse,FR,42.133333,8.583333
Cargiaca,city,,20164,Cargiaca,FR,41.716667,9.05
Carpineto,city,,20229,Carpineto,FR,42.35,9.383333
Carticasi,city,,20244,Carticasi,FR,42.35,9.283333
Casabianca,city,,20237,Casabianca,FR,42.45,9.366667
Casaglione,city,,20111,Casaglione,FR,42.066667,8.783333
Casalabriva,city,,20140,Casalabriva,FR,41.75,8.933333
Casalta,city,,20215,Casalta,FR,42.433333,9.416667
Casamaccioli,city,,20224,Casamaccioli,FR,42.316667,9
Casanova,city,,20250,Casanova,FR,42.25,9.166667
Cassano,city,,20214,Cassano,FR,42.533333,8.883333
Castellare-di-Casinca,city,,20213,Castellare-di-Casinca,FR,42.466667,9.466667
Castellare-di-Mercurio,city,,20212,Castellare-di-Mercurio,FR,42.3,9.25
Castifao,city,,20218,Castifao,FR,42.5,9.116667
Castiglione,city,,20218,Castiglione,FR,42.416667,9.133333
Castineta,city,,20218,Castineta,FR,42.416667,9.3
Castirla,city,,20236,Castirla,FR,42.366667,9.15
Cateri,city,,20225,Cateri,FR,42.566667,8.9
Cauro,city,,20117,Cauro,FR,41.9,8.916667
Centuri,city,,20238,Centuri,FR,42.95,9.35
Cervione,city,,20221,Cervione,FR,42.333333,9.483333
Chiatra,city,,20230,Chiatra,FR,42.283333,9.466667
Ciamannacce,city,,20134,Ciamannacce,FR,41.95,9.15
Coggia,city,,20160,Coggia,FR,42.116667,8.75
Cognocoli-Montichi,city,,20123,Cognocoli-Montichi,FR,41.816667,8.9
Conca,city,,20135,Conca,FR,41.733333,9.333333
Corbara,city,,20220,Corbara,FR,42.616667,8.9
Corrano,city,,20168,Corrano,FR,41.883333,9.066667
Corscia,city,,20224,Corscia,FR,42.35,9.033333
Corte,city,,20250,Corte,FR,42.3,9.15
Coti-Chiavari,city,,20138,Coti-Chiavari,FR,41.766667,8.766667
Cozzano,city,,20148,Cozzano,FR,41.933333,9.15
Cristinacce,city,,20126,Cristinacce,FR,42.233333,8.833333
Croce,city,,20237,Croce,FR,42.416667,9.35
Crocicchia,city,,20290,Crocicchia,FR,42.466667,9.35
Erbajolo,city,,20212,Erbajolo,FR,42.266667,9.283333
Érone,city,,20244,Érone,FR,42.366667,9.266667
