name,activity,adress,zipcode,city,country,latitude,longitude
Courouvre,city,,55260,Courouvre,FR,48.933333,5.366667
Cousances-aux-Bois,city,,55500,Cousances-aux-Bois,FR,48.783333,5.433333
Couvertpuis,city,,55290,Couvertpuis,FR,48.583333,5.3
Couvonges,city,,55800,Couvonges,FR,48.783333,5.033333
Crépion,city,,55150,Crépion,FR,49.3,5.383333
Creuë,city,,55210,Creuë,FR,48.966667,5.666667
Cuisy,city,,55270,Cuisy,FR,49.266667,5.183333
Culey,city,,55000,Culey,FR,48.75,5.266667
Cunel,city,,55110,Cunel,FR,49.333333,5.116667
Dagonville,city,,55500,Dagonville,FR,48.783333,5.4
Dainville-Bertheléville,city,,55130,Dainville-Bertheléville,FR,48.433333,5.516667
Damloup,city,,55400,Damloup,FR,49.2,5.5
Dammarie-sur-Saulx,city,,55500,Dammarie-sur-Saulx,FR,48.6,5.233333
Damvillers,city,,55150,Damvillers,FR,49.333333,5.4
Dannevoux,city,,55110,Dannevoux,FR,49.3,5.233333
Darmont,city,,55400,Darmont,FR,49.183333,5.7
Delut,city,,55150,Delut,FR,49.4,5.433333
Demange-aux-Eaux,city,,55130,Demange-aux-Eaux,FR,48.583333,5.466667
Deuxnouds-aux-Bois,city,,55300,Deuxnouds-aux-Bois,FR,48.983333,5.616667
Deuxnouds-devant-Beauzée,city,,55250,Deuxnouds-devant-Beauzée,FR,48.983333,5.233333
Dieppe-sous-Douaumont,city,,55400,Dieppe-sous-Douaumont,FR,49.216667,5.516667
Dieue-sur-Meuse,city,,55320,Dieue-sur-Meuse,FR,49.066667,5.416667
Dombasle-en-Argonne,city,,55120,Dombasle-en-Argonne,FR,49.133333,5.183333
Dombras,city,,55150,Dombras,FR,49.383333,5.466667
Dommartin-la-Montagne,city,,55160,Dommartin-la-Montagne,FR,49.033333,5.616667
Dommary-Baroncourt,city,,55240,Dommary-Baroncourt,FR,49.283333,5.7
Dompcevrin,city,,55300,Dompcevrin,FR,48.933333,5.483333
Dompierre-aux-Bois,city,,55300,Dompierre-aux-Bois,FR,49,5.583333
Domrémy-aux-Bois,city,,55500,Domrémy-aux-Bois,FR,48.733333,5.416667
Domrémy-la-Canne,city,,55240,Domrémy-la-Canne,FR,49.3,5.7
Doncourt-aux-Templiers,city,,55160,Doncourt-aux-Templiers,FR,49.066667,5.733333
Doulcon,city,,55110,Doulcon,FR,49.366667,5.166667
Dugny-sur-Meuse,city,,55100,Dugny-sur-Meuse,FR,49.1,5.383333
Dun-sur-Meuse,city,,55110,Dun-sur-Meuse,FR,49.383333,5.183333
Duzey,city,,55230,Duzey,FR,49.366667,5.633333
Écouviez,city,,55600,Écouviez,FR,49.533333,5.45
Eix,city,,55400,Eix,FR,49.183333,5.5
LesÉparges,city,,55160,LesÉparges,FR,49.05,5.583333
Épiez-sur-Meuse,city,,55140,Épiez-sur-Meuse,FR,48.55,5.633333
Épinonville,city,,55270,Épinonville,FR,49.283333,5.083333
Érize-la-Brûlée,city,,55260,Érize-la-Brûlée,FR,48.85,5.266667
Érize-la-Grande,city,,55260,Érize-la-Grande,FR,48.9,5.233333
Érize-la-Petite,city,,55260,Érize-la-Petite,FR,48.916667,5.25
Érize-Saint-Dizier,city,,55000,Érize-Saint-Dizier,FR,48.816667,5.283333
Esnes-en-Argonne,city,,55100,Esnes-en-Argonne,FR,49.216667,5.216667
Étain,city,,55400,Étain,FR,49.216667,5.633333
Éton,city,,55240,Éton,FR,49.283333,5.666667
Étraye,city,,55150,Étraye,FR,49.333333,5.383333
Euville,city,,55200,Euville,FR,48.75,5.616667
Évres,city,,55250,Évres,FR,48.983333,5.116667
Flabas,city,,55150,Flabas,FR,49.283333,5.4
Flassigny,city,,55600,Flassigny,FR,49.466667,5.433333
Fleury-sur-Aire,city,,55250,Fleury-sur-Aire,FR,49.016667,5.166667
Fontaines-Saint-Clair,city,,55110,Fontaines-Saint-Clair,FR,49.366667,5.233333
Forges-sur-Meuse,city,,55110,Forges-sur-Meuse,FR,49.266667,5.283333
Foucaucourt-sur-Thabas,city,,55250,Foucaucourt-sur-Thabas,FR,49,5.1
Fouchères-aux-Bois,city,,55500,Fouchères-aux-Bois,FR,48.616667,5.25
Fresnes-au-Mont,city,,55260,Fresnes-au-Mont,FR,48.9,5.433333
Fresnes-en-Woëvre,city,,55160,Fresnes-en-Woëvre,FR,49.1,5.616667
Froidos,city,,55120,Froidos,FR,49.05,5.116667
Fromeréville-les-Vallons,city,,55100,Fromeréville-les-Vallons,FR,49.15,5.283333
Fromezey,city,,55400,Fromezey,FR,49.216667,5.583333
Futeau,city,,55120,Futeau,FR,49.083333,5
Génicourt-sous-Condé,city,,55000,Génicourt-sous-Condé,FR,48.866667,5.166667
Génicourt-sur-Meuse,city,,55320,Génicourt-sur-Meuse,FR,49.033333,5.433333
Gérauvilliers,city,,55130,Gérauvilliers,FR,48.55,5.566667
Gercourt-et-Drillancourt,city,,55110,Gercourt-et-Drillancourt,FR,49.283333,5.233333
Géry,city,,55000,Géry,FR,48.783333,5.3
Gesnes-en-Argonne,city,,55110,Gesnes-en-Argonne,FR,49.3,5.066667
Gimécourt,city,,55260,Gimécourt,FR,48.85,5.366667
Gincrey,city,,55400,Gincrey,FR,49.25,5.566667
Girauvoisin,city,,55200,Girauvoisin,FR,48.8,5.633333
Gironville-sous-les-Côtes,city,,55200,Gironville-sous-les-Côtes,FR,48.8,5.666667
Givrauval,city,,55500,Givrauval,FR,48.666667,5.316667
Gondrecourt-le-Château,city,,55130,Gondrecourt-le-Château,FR,48.516667,5.5
Gouraincourt,city,,55230,Gouraincourt,FR,49.3,5.65
Goussaincourt,city,,55140,Goussaincourt,FR,48.483333,5.7
Grimaucourt-en-Woëvre,city,,55400,Grimaucourt-en-Woëvre,FR,49.166667,5.55
Grimaucourt-près-Sampigny,city,,55500,Grimaucourt-près-Sampigny,FR,48.8,5.466667
Guerpont,city,,55000,Guerpont,FR,48.733333,5.266667
Gussainville,city,,55400,Gussainville,FR,49.166667,5.683333
Haironville,city,,55000,Haironville,FR,48.683333,5.083333
Halles-sous-les-Côtes,city,,55700,Halles-sous-les-Côtes,FR,49.45,5.116667
Han-lès-Juvigny,city,,55600,Han-lès-Juvigny,FR,49.483333,5.333333
Han-devant-Pierrepont,city,,54620,Han-devant-Pierrepont,FR,49.4,5.7
Han-sur-Meuse,city,,55300,Han-sur-Meuse,FR,48.866667,5.533333
Haraumont,city,,55110,Haraumont,FR,49.35,5.266667
Hargeville-sur-Chée,city,,55000,Hargeville-sur-Chée,FR,48.85,5.183333
Harville,city,,55160,Harville,FR,49.1,5.733333
Hattonchâtel,city,,55210,Hattonchâtel,FR,48.983333,5.7
Hattonville,city,,55210,Hattonville,FR,48.983333,5.716667
Haucourt-la-Rigole,city,,55230,Haucourt-la-Rigole,FR,49.316667,5.733333
Haudainville,city,,55100,Haudainville,FR,49.116667,5.416667
Haudiomont,city,,55160,Haudiomont,FR,49.116667,5.566667
Haumont-lès-Lachaussée,city,,55210,Haumont-lès-Lachaussée,FR,49.016667,5.816667
Hautecourt-lès-Broville,city,,55400,Hautecourt-lès-Broville,FR,49.2,5.566667
Heippes,city,,55220,Heippes,FR,49,5.3
Hennemont,city,,55160,Hennemont,FR,49.133333,5.666667
Herbeuville,city,,55210,Herbeuville,FR,49.05,5.633333
Herméville-en-Woëvre,city,,55400,Herméville-en-Woëvre,FR,49.183333,5.583333
Heudicourt-sous-les-Côtes,city,,55210,Heudicourt-sous-les-Côtes,FR,48.933333,5.7
Hévilliers,city,,55290,Hévilliers,FR,48.6,5.333333
Horville-en-Ornois,city,,55130,Horville-en-Ornois,FR,48.5,5.466667
Houdelaincourt,city,,55130,Houdelaincourt,FR,48.55,5.466667
Houdelaucourt-sur-Othain,city,,55230,Houdelaucourt-sur-Othain,FR,49.316667,5.683333
Inor,city,,55700,Inor,FR,49.55,5.15
Ippécourt,city,,55220,Ippécourt,FR,49.033333,5.2
Iré-le-Sec,city,,55600,Iré-le-Sec,FR,49.483333,5.383333
LesIslettes,city,,55120,LesIslettes,FR,49.1,5
Jametz,city,,55600,Jametz,FR,49.433333,5.383333
Jonville-en-Woëvre,city,,55160,Jonville-en-Woëvre,FR,49.066667,5.783333
Jouy-en-Argonne,city,,55120,Jouy-en-Argonne,FR,49.133333,5.216667
Jubécourt,city,,55120,Jubécourt,FR,49.083333,5.166667
Julvécourt,city,,55120,Julvécourt,FR,49.066667,5.183333
Juvigny-en-Perthois,city,,55170,Juvigny-en-Perthois,FR,48.6,5.15
Juvigny-sur-Loison,city,,55600,Juvigny-sur-Loison,FR,49.466667,5.333333
Koeur-la-Grande,city,,55300,Koeur-la-Grande,FR,48.85,5.483333
Koeur-la-Petite,city,,55300,Koeur-la-Petite,FR,48.85,5.5
Labeuville,city,,55160,Labeuville,FR,49.1,5.8
Lachalade,city,,55120,Lachalade,FR,49.166667,4.966667
Lachaussée,city,,55210,Lachaussée,FR,49.033333,5.816667
Lacroix-sur-Meuse,city,,55300,Lacroix-sur-Meuse,FR,48.966667,5.516667
Lahaymeix,city,,55260,Lahaymeix,FR,48.933333,5.416667
Lahayville,city,,55300,Lahayville,FR,48.883333,5.783333
Laheycourt,city,,55800,Laheycourt,FR,48.883333,5.016667
Laimont,city,,55800,Laimont,FR,48.833333,5.05
Lamarche-en-Woëvre,city,,55210,Lamarche-en-Woëvre,FR,48.95,5.783333
Lamorville,city,,55300,Lamorville,FR,48.966667,5.583333
Lamouilly,city,,55700,Lamouilly,FR,49.55,5.233333
Laneuville-au-Rupt,city,,55190,Laneuville-au-Rupt,FR,48.7,5.583333
Laneuville-sur-Meuse,city,,55700,Laneuville-sur-Meuse,FR,49.483333,5.15
Lanhères,city,,55400,Lanhères,FR,49.2,5.716667
Latour-en-Woëvre,city,,55160,Latour-en-Woëvre,FR,49.083333,5.816667
Lavallée,city,,55260,Lavallée,FR,48.816667,5.333333
Lavignéville,city,,55300,Lavignéville,FR,48.95,5.6
Lavincourt,city,,55170,Lavincourt,FR,48.666667,5.15
Lavoye,city,,55120,Lavoye,FR,49.033333,5.133333
Lemmes,city,,55220,Lemmes,FR,49.066667,5.283333
Lempire-aux-Bois,city,,55100,Lempire-aux-Bois,FR,49.083333,5.316667
Lérouville,city,,55200,Lérouville,FR,48.783333,5.55
Levoncourt,city,,55260,Levoncourt,FR,48.833333,5.35
Lignières-sur-Aire,city,,55260,Lignières-sur-Aire,FR,48.816667,5.383333
Ligny-en-Barrois,city,,55500,Ligny-en-Barrois,FR,48.683333,5.333333
Liny-devant-Dun,city,,55110,Liny-devant-Dun,FR,49.35,5.2
Lion-devant-Dun,city,,55110,Lion-devant-Dun,FR,49.416667,5.216667
Liouville,city,,55300,Liouville,FR,48.816667,5.616667
Lisle-en-Barrois,city,,55250,Lisle-en-Barrois,FR,48.9,5.133333
Lisle-en-Rigault,city,,55000,Lisle-en-Rigault,FR,48.716667,5.05
Lissey,city,,55150,Lissey,FR,49.366667,5.35
Loison,city,,55230,Loison,FR,49.316667,5.616667
Longeaux,city,,55500,Longeaux,FR,48.65,5.333333
Longchamps-sur-Aire,city,,55260,Longchamps-sur-Aire,FR,48.916667,5.316667
Longeville-en-Barrois,city,,55000,Longeville-en-Barrois,FR,48.733333,5.216667
Loupmont,city,,55300,Loupmont,FR,48.866667,5.666667
Louppy-le-Château,city,,55800,Louppy-le-Château,FR,48.866667,5.066667
Louppy-sur-Chée,city,,55000,Louppy-sur-Chée,FR,48.866667,5.133333
Louppy-sur-Loison,city,,55600,Louppy-sur-Loison,FR,49.45,5.35
Loxéville,city,,55500,Loxéville,FR,48.75,5.4
Luméville-en-Ornois,city,,55130,Luméville-en-Ornois,FR,48.466667,5.433333
Luzy-Saint-Martin,city,,55700,Luzy-Saint-Martin,FR,49.533333,5.15
Maizeray,city,,55160,Maizeray,FR,49.1,5.7
Maizey,city,,55300,Maizey,FR,48.916667,5.516667
Malancourt,city,,55270,Malancourt,FR,49.233333,5.183333
Malaumont,city,,55200,Malaumont,FR,48.783333,5.5
Mandres-en-Barrois,city,,55290,Mandres-en-Barrois,FR,48.5,5.383333
Mangiennes,city,,55150,Mangiennes,FR,49.35,5.533333
Manheulles,city,,55160,Manheulles,FR,49.116667,5.6
LesMarats,city,,55000,LesMarats,FR,48.883333,5.216667
Marbotte,city,,55300,Marbotte,FR,48.833333,5.583333
Marchéville-en-Woëvre,city,,55160,Marchéville-en-Woëvre,FR,49.083333,5.683333
Marre,city,,55100,Marre,FR,49.2,5.3
Marson-sur-Barboure,city,,55190,Marson-sur-Barboure,FR,48.633333,5.45
Martincourt-sur-Meuse,city,,55700,Martincourt-sur-Meuse,FR,49.533333,5.166667
Marville,city,,55600,Marville,FR,49.45,5.45
Maucourt-sur-Orne,city,,55400,Maucourt-sur-Orne,FR,49.25,5.5
Maulan,city,,55500,Maulan,FR,48.666667,5.25
Mauvages,city,,55190,Mauvages,FR,48.6,5.55
Maxey-sur-Vaise,city,,55140,Maxey-sur-Vaise,FR,48.533333,5.666667
Mécrin,city,,55300,Mécrin,FR,48.816667,5.533333
Méligny-le-Grand,city,,55190,Méligny-le-Grand,FR,48.683333,5.483333
Méligny-le-Petit,city,,55190,Méligny-le-Petit,FR,48.666667,5.466667
Menaucourt,city,,55500,Menaucourt,FR,48.65,5.35
Ménil-aux-Bois,city,,55260,Ménil-aux-Bois,FR,48.8,5.45
Ménil-la-Horgne,city,,55190,Ménil-la-Horgne,FR,48.7,5.533333
Ménil-sur-Saulx,city,,55500,Ménil-sur-Saulx,FR,48.633333,5.216667
Merles-sur-Loison,city,,55150,Merles-sur-Loison,FR,49.383333,5.483333
Mesnil-sous-les-Côtes,city,,55160,Mesnil-sous-les-Côtes,FR,49.083333,5.583333
Milly-sur-Bradon,city,,55110,Milly-sur-Bradon,FR,49.4,5.2
Mogeville,city,,55400,Mogeville,FR,49.233333,5.533333
Mognéville,city,,55800,Mognéville,FR,48.783333,5
Mondrecourt,city,,55220,Mondrecourt,FR,48.983333,5.283333
Montblainville,city,,55270,Montblainville,FR,49.25,5.016667
Mont-devant-Sassey,city,,55110,Mont-devant-Sassey,FR,49.416667,5.166667
LesMonthairons,city,,55320,LesMonthairons,FR,49.05,5.416667
Montiers-sur-Saulx,city,,55290,Montiers-sur-Saulx,FR,48.533333,5.266667
Montigny-devant-Sassey,city,,55110,Montigny-devant-Sassey,FR,49.433333,5.15
Montigny-lès-Vaucouleurs,city,,55140,Montigny-lès-Vaucouleurs,FR,48.583333,5.633333
Montmédy,city,,55600,Montmédy,FR,49.516667,5.366667
Montplonne,city,,55000,Montplonne,FR,48.7,5.166667
Montsec,city,,55300,Montsec,FR,48.883333,5.716667
Montzéville,city,,55100,Montzéville,FR,49.183333,5.233333
Moranville,city,,55400,Moranville,FR,49.166667,5.55
Morgemoulin,city,,55400,Morgemoulin,FR,49.233333,5.583333
Morley,city,,55290,Morley,FR,48.583333,5.25
Mouilly,city,,55320,Mouilly,FR,49.033333,5.533333
Moulins-Saint-Hubert,city,,55700,Moulins-Saint-Hubert,FR,49.583333,5.116667
Moulotte,city,,55160,Moulotte,FR,49.1,5.733333
Mouzay,city,,55700,Mouzay,FR,49.466667,5.216667
Murvaux,city,,55110,Murvaux,FR,49.383333,5.25
Muzeray,city,,55230,Muzeray,FR,49.333333,5.616667
Naives-en-Blois,city,,55190,Naives-en-Blois,FR,48.666667,5.55
Naix-aux-Forges,city,,55500,Naix-aux-Forges,FR,48.633333,5.383333
Nançois-le-Grand,city,,55500,Nançois-le-Grand,FR,48.716667,5.383333
Nançois-sur-Ornain,city,,55500,Nançois-sur-Ornain,FR,48.716667,5.3
Nant-le-Grand,city,,55500,Nant-le-Grand,FR,48.683333,5.233333
Nant-le-Petit,city,,55500,Nant-le-Petit,FR,48.65,5.216667
Nantillois,city,,55270,Nantillois,FR,49.3,5.133333
Nantois,city,,55500,Nantois,FR,48.633333,5.35
Nepvant,city,,55700,Nepvant,FR,49.55,5.216667
Nettancourt,city,,55800,Nettancourt,FR,48.866667,4.95
LeNeufour,city,,55120,LeNeufour,FR,49.133333,4.983333
Neuville-en-Verdunois,city,,55260,Neuville-en-Verdunois,FR,48.95,5.3
Neuville-lès-Vaucouleurs,city,,55140,Neuville-lès-Vaucouleurs,FR,48.583333,5.666667
Neuville-sur-Ornain,city,,55800,Neuville-sur-Ornain,FR,48.816667,5.05
Neuvilly-en-Argonne,city,,55120,Neuvilly-en-Argonne,FR,49.166667,5.066667
Nicey-sur-Aire,city,,55260,Nicey-sur-Aire,FR,48.883333,5.333333
Nouillonpont,city,,55230,Nouillonpont,FR,49.35,5.633333
Nubécourt,city,,55250,Nubécourt,FR,49,5.166667
Oëy,city,,55500,Oëy,FR,48.683333,5.4
Olizy-sur-Chiers,city,,55700,Olizy-sur-Chiers,FR,49.55,5.216667
Ollières,city,,55230,Ollières,FR,49.35,5.716667
Ornel,city,,55400,Ornel,FR,49.25,5.616667
Osches,city,,55220,Osches,FR,49.05,5.25
Ourches-sur-Meuse,city,,55190,Ourches-sur-Meuse,FR,48.666667,5.7
Pagny-la-Blanche-Côte,city,,55140,Pagny-la-Blanche-Côte,FR,48.533333,5.716667
Pagny-sur-Meuse,city,,55190,Pagny-sur-Meuse,FR,48.683333,5.716667
Pareid,city,,55160,Pareid,FR,49.116667,5.716667
Parfondrupt,city,,55400,Parfondrupt,FR,49.15,5.733333
LesParoches,city,,55300,LesParoches,FR,48.9,5.5
Parois,city,,55120,Parois,FR,49.133333,5.116667
Peuvillers,city,,55150,Peuvillers,FR,49.366667,5.4
Pierrefitte-sur-Aire,city,,55260,Pierrefitte-sur-Aire,FR,48.9,5.333333
Pillon,city,,55230,Pillon,FR,49.383333,5.583333
Pintheville,city,,55160,Pintheville,FR,49.116667,5.666667
Pont-sur-Meuse,city,,55200,Pont-sur-Meuse,FR,48.8,5.55
Pouilly-sur-Meuse,city,,55700,Pouilly-sur-Meuse,FR,49.533333,5.116667
Pretz-en-Argonne,city,,55250,Pretz-en-Argonne,FR,48.95,5.15
Quincy-Landzécourt,city,,55600,Quincy-Landzécourt,FR,49.5,5.283333
Rambluzin-et-Benoîte-Vaux,city,,55220,Rambluzin-et-Benoîte-Vaux,FR,49,5.333333
Rambucourt,city,,55300,Rambucourt,FR,48.833333,5.75
Rampont,city,,55220,Rampont,FR,49.1,5.216667
Rancourt-sur-Ornain,city,,55800,Rancourt-sur-Ornain,FR,48.816667,4.916667
Ranzières,city,,55300,Ranzières,FR,49.016667,5.5
Rarécourt,city,,55120,Rarécourt,FR,49.083333,5.116667
Raulecourt,city,,55200,Raulecourt,FR,48.816667,5.733333
Réchicourt,city,,55230,Réchicourt,FR,49.333333,5.716667
Récicourt,city,,55120,Récicourt,FR,49.15,5.15
Récourt-le-Creux,city,,55220,Récourt-le-Creux,FR,49,5.383333
Reffroy,city,,55190,Reffroy,FR,48.633333,5.466667
Regnéville-sur-Meuse,city,,55110,Regnéville-sur-Meuse,FR,49.25,5.333333
Remennecourt,city,,55800,Remennecourt,FR,48.8,4.916667
Rémoiville,city,,55600,Rémoiville,FR,49.441667,5.366667
Resson,city,,55000,Resson,FR,48.766667,5.233333
Revigny-sur-Ornain,city,,55800,Revigny-sur-Ornain,FR,48.833333,4.983333
Réville-aux-Bois,city,,55150,Réville-aux-Bois,FR,49.35,5.35
Riaville,city,,55160,Riaville,FR,49.1,5.666667
Ribeaucourt,city,,55290,Ribeaucourt,FR,48.55,5.35
Richecourt,city,,55300,Richecourt,FR,48.883333,5.766667
Rignaucourt,city,,55220,Rignaucourt,FR,48.966667,5.266667
Rigny-la-Salle,city,,55140,Rigny-la-Salle,FR,48.616667,5.7
Rigny-Saint-Martin,city,,55140,Rigny-Saint-Martin,FR,48.616667,5.716667
Robert-Espagne,city,,55000,Robert-Espagne,FR,48.75,5.033333
LesRoises,city,,55130,LesRoises,FR,48.45,5.633333
Romagne-sous-les-Côtes,city,,55150,Romagne-sous-les-Côtes,FR,49.316667,5.483333
Romagne-sous-Montfaucon,city,,55110,Romagne-sous-Montfaucon,FR,49.333333,5.083333
Ronvaux,city,,55160,Ronvaux,FR,49.133333,5.55
Rosières-devant-Bar,city,,55000,Rosières-devant-Bar,FR,48.8,5.233333
Rouvres-en-Woëvre,city,,55400,Rouvres-en-Woëvre,FR,49.216667,5.683333
Rouvrois-sur-Meuse,city,,55300,Rouvrois-sur-Meuse,FR,48.95,5.516667
Rouvrois-sur-Othain,city,,55230,Rouvrois-sur-Othain,FR,49.383333,5.633333
Rumont,city,,55000,Rumont,FR,48.833333,5.283333
Rupt-aux-Nonains,city,,55170,Rupt-aux-Nonains,FR,48.666667,5.116667
Rupt-devant-Saint-Mihiel,city,,55260,Rupt-devant-Saint-Mihiel,FR,48.883333,5.416667
Rupt-en-Woëvre,city,,55320,Rupt-en-Woëvre,FR,49.05,5.483333
Rupt-sur-Othain,city,,55150,Rupt-sur-Othain,FR,49.416667,5.5
Saint-Amand-sur-Ornain,city,,55500,Saint-Amand-sur-Ornain,FR,48.633333,5.383333
Saint-André-en-Barrois,city,,55220,Saint-André-en-Barrois,FR,49.016667,5.233333
Saint-Aubin-sur-Aire,city,,55500,Saint-Aubin-sur-Aire,FR,48.7,5.45
Saint-Benoît-en-Woëvre,city,,55210,Saint-Benoît-en-Woëvre,FR,48.983333,5.783333
Saint-Germain-sur-Meuse,city,,55140,Saint-Germain-sur-Meuse,FR,48.65,5.683333
Saint-Hilaire-en-Woëvre,city,,55160,Saint-Hilaire-en-Woëvre,FR,49.083333,5.7
Saint-Jean-lès-Buzy,city,,55400,Saint-Jean-lès-Buzy,FR,49.166667,5.733333
Saint-Joire,city,,55130,Saint-Joire,FR,48.6,5.416667
Saint-Julien-sous-les-Côtes,city,,55200,Saint-Julien-sous-les-Côtes,FR,48.816667,5.616667
Saint-Laurent-sur-Othain,city,,55150,Saint-Laurent-sur-Othain,FR,49.4,5.516667
Saint-Maurice-sous-les-Côtes,city,,55210,Saint-Maurice-sous-les-Côtes,FR,49.016667,5.683333
Saint-Mihiel,city,,55300,Saint-Mihiel,FR,48.9,5.55
Saint-Rémy-la-Calonne,city,,55160,Saint-Rémy-la-Calonne,FR,49.05,5.6
Salmagne,city,,55000,Salmagne,FR,48.75,5.333333
Sampigny,city,,55300,Sampigny,FR,48.833333,5.516667
Samogneux,city,,55100,Samogneux,FR,49.25,5.333333
Sassey-sur-Meuse,city,,55110,Sassey-sur-Meuse,FR,49.416667,5.183333
Saudrupt,city,,55000,Saudrupt,FR,48.7,5.066667
Saulmory-et-Villefranche,city,,55110,Saulmory-et-Villefranche,FR,49.433333,5.166667
Sauvigny,city,,55140,Sauvigny,FR,48.5,5.716667
Sauvoy,city,,55190,Sauvoy,FR,48.633333,5.6
Savonnières-devant-Bar,city,,55000,Savonnières-devant-Bar,FR,48.75,5.166667
Savonnières-en-Perthois,city,,55170,Savonnières-en-Perthois,FR,48.6,5.133333
Savonnières-en-Woëvre,city,,55300,Savonnières-en-Woëvre,FR,48.916667,5.633333
Seigneulles,city,,55000,Seigneulles,FR,48.85,5.233333
Senard,city,,55250,Senard,FR,48.983333,5.016667
Senon,city,,55230,Senon,FR,49.283333,5.633333
Senoncourt-lés-Maujouy,city,,55220,Senoncourt-lés-Maujouy,FR,49.05,5.333333
Senonville,city,,55300,Senonville,FR,48.933333,5.583333
Septsarges,city,,55270,Septsarges,FR,49.283333,5.166667
Sepvigny,city,,55140,Sepvigny,FR,48.566667,5.683333
Seraucourt,city,,55250,Seraucourt,FR,48.966667,5.25
Seuzey,city,,55300,Seuzey,FR,48.983333,5.566667
Silmont,city,,55000,Silmont,FR,48.733333,5.25
Sivry-la-Perche,city,,55100,Sivry-la-Perche,FR,49.15,5.25
Sivry-sur-Meuse,city,,55110,Sivry-sur-Meuse,FR,49.316667,5.266667
Sommaisne,city,,55250,Sommaisne,FR,48.95,5.166667
Sommedieue,city,,55320,Sommedieue,FR,49.083333,5.466667
Sommeilles,city,,55800,Sommeilles,FR,48.9,4.95
Sommelonne,city,,55170,Sommelonne,FR,48.666667,5.033333
Sorcy-Saint-Martin,city,,55190,Sorcy-Saint-Martin,FR,48.716667,5.633333
Souilly,city,,55220,Souilly,FR,49.016667,5.283333
Spada,city,,55300,Spada,FR,48.95,5.55
Spincourt,city,,55230,Spincourt,FR,49.333333,5.666667
Stainville,city,,55500,Stainville,FR,48.65,5.183333
Stenay,city,,55700,Stenay,FR,49.483333,5.183333
Taillancourt,city,,55140,Taillancourt,FR,48.533333,5.7
Tannois,city,,55000,Tannois,FR,48.716667,5.233333
Thierville-sur-Meuse,city,,55840,Thierville-sur-Meuse,FR,49.166667,5.35
Thillombois,city,,55260,Thillombois,FR,48.95,5.4
Thonne-la-Long,city,,55600,Thonne-la-Long,FR,49.566667,5.416667
Thonne-le-Thil,city,,55600,Thonne-le-Thil,FR,49.583333,5.35
Thonne-les-Prés,city,,55600,Thonne-les-Prés,FR,49.533333,5.35
Thonnelle,city,,55600,Thonnelle,FR,49.55,5.366667
Tilly-sur-Meuse,city,,55220,Tilly-sur-Meuse,FR,49,5.433333
Tourailles-sous-Bois,city,,55130,Tourailles-sous-Bois,FR,48.483333,5.45
Trémont-sur-Saulx,city,,55000,Trémont-sur-Saulx,FR,48.75,5.05
Trésauvaux,city,,55160,Trésauvaux,FR,49.083333,5.6
Tréveray,city,,55130,Tréveray,FR,48.616667,5.4
Tronville-en-Barrois,city,,55310,Tronville-en-Barrois,FR,48.716667,5.283333
Troussey,city,,55190,Troussey,FR,48.7,5.7
Ugny-sur-Meuse,city,,55140,Ugny-sur-Meuse,FR,48.633333,5.7
Vacherauville,city,,55100,Vacherauville,FR,49.216667,5.366667
Vacon,city,,55190,Vacon,FR,48.666667,5.6
Vadelaincourt,city,,55220,Vadelaincourt,FR,49.066667,5.266667
Vadonville,city,,55200,Vadonville,FR,48.8,5.516667
Varennes-en-Argonne,city,,55270,Varennes-en-Argonne,FR,49.233333,5.033333
Varnéville,city,,55300,Varnéville,FR,48.866667,5.65
Varney,city,,55000,Varney,FR,48.816667,5.1
Vassincourt,city,,55800,Vassincourt,FR,48.8,5.033333
Vaubecourt,city,,55250,Vaubecourt,FR,48.933333,5.116667
Vaucouleurs,city,,55140,Vaucouleurs,FR,48.6,5.666667
Vaudeville-le-Haut,city,,55130,Vaudeville-le-Haut,FR,48.45,5.6
Vauquois,city,,55270,Vauquois,FR,49.2,5.066667
Vaux-devant-Damloup,city,,55400,Vaux-devant-Damloup,FR,49.216667,5.466667
Vaux-la-Grande,city,,55500,Vaux-la-Grande,FR,48.683333,5.45
Vaux-la-Petite,city,,55500,Vaux-la-Petite,FR,48.666667,5.433333
Vaux-lès-Palameix,city,,55300,Vaux-lès-Palameix,FR,49.016667,5.533333
Vavincourt,city,,55000,Vavincourt,FR,48.816667,5.216667
Véel,city,,55000,Véel,FR,48.766667,5.116667
Velaines,city,,55500,Velaines,FR,48.7,5.3
Velosnes,city,,55600,Velosnes,FR,49.5,5.45
Verneuil-Grand,city,,55600,Verneuil-Grand,FR,49.533333,5.416667
Verneuil-Petit,city,,55600,Verneuil-Petit,FR,49.55,5.416667
Vertuzey,city,,55200,Vertuzey,FR,48.733333,5.666667
Véry,city,,55270,Véry,FR,49.25,5.066667
Viéville-sous-les-Côtes,city,,55210,Viéville-sous-les-Côtes,FR,49,5.683333
Vigneul-sous-Montmédy,city,,55600,Vigneul-sous-Montmédy,FR,49.516667,5.333333
Vignot,city,,55200,Vignot,FR,48.766667,5.6
Villécloye,city,,55600,Villécloye,FR,49.516667,5.4
Ville-devant-Belrain,city,,55260,Ville-devant-Belrain,FR,48.866667,5.333333
Ville-devant-Chaumont,city,,55150,Ville-devant-Chaumont,FR,49.3,5.433333
